"","Voyage","Deployment","Acc","Acc_ed","Sample_Type","Taxa","CAAB","Taxa_ed","CAAB_ed","weight_g","Count","Comments","Storage_temp","Preservative","Container name","CAAB_updated","Taxa_updated","Message ID","Latitude","Longitude","Site","Net_Name","Depth_Stratum","daylight","date_start","lat_decdeg_start","DateR_start","long_decdeg_start","lat_decdeg_stop","long_decdeg_stop","Site_stop","date_stop","DateR_stop","towtime","Speed_mpm","distance_m_byspeed","VolumeFiltered_m3_speed"
"535","in2020_v08",15,32,"32","S","Larval Fish",NA,NA,NA,0.5,27,"split with #16, white larval fish;","Ambient","Formaldehyde","McCarthy Vial",NA,"Larval Fish",262,"47  04.96 S","141  21.45 E","SOTS","RMT16","Epi","Day",2020-12-17 21:19:00,-46.9173333333333,"17/12/2020 21:19",-140.6425,-46.929,-140.651666666667,"SOTS",2020-12-17 21:59:00,"17/12/2020 21:59",40,30.867284,1234.69136,19755.06176
"536","in2020_v08",17,32,"32","S","Larval Fish",NA,NA,NA,0.5,1,"small spotted larvae","Ambient","Ethanol 70%","McCarthy Vial",NA,"Larval Fish",284,"47  05.07 S","141  21.91 E","SOTS","RMT16","Epi","Night",2020-12-18 11:21:00,-46.9155,"18/12/2020 11:21",-140.634833333333,-46.9163333333333,-140.643166666667,"SOTS",2020-12-18 12:01:00,"18/12/2020 12:01",40,30.867284,1234.69136,19755.06176
"537","in2020_v08",18,32,"32","S","Stylocheiron spp.",28702906,NA,NA,0.5,10,NA,"-20 degC",NA,"Plastic Bag",28702906,"Stylocheiron spp.",287,"47  05.03 S","141  20.77 E","SOTS","RMT16","Meso","Night",2020-12-19 14:28:00,-46.9161666666667,"19/12/2020 14:28",-140.653833333333,-46.9168333333333,-140.610666666667,"SOTS",2020-12-19 15:08:00,"19/12/2020 15:08",40,30.867284,1234.69136,19755.06176
"538","in2020_v08",21,32,"32","S","Order Siphonophora - undifferentiated",11090000,NA,NA,3,13,NA,NA,"discarded onboard",NA,11090000,"Order Siphonophora - undifferentiated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","in2020_v08",11,32,"32","SS","Euphausia spp.",28702901,NA,NA,NA,NA,"subsample of acc# 31","Ambient","Ethanol 70%","McCarthy Vial",28702901,"Euphausia spp.",254,"47  04.77 S","141  22.33 E","SOTS","RMT16","Epi","Night",2020-12-14 11:23:00,-46.9205,"14/12/2020 11:23",-140.627833333333,-46.9333333333333,-140.636166666667,"SOTS",2020-12-14 12:03:00,"14/12/2020 12:03",40,30.867284,1234.69136,19755.06176
"540","in2020_v08",27,32,"32","S","Larval Fish",NA,NA,NA,0.5,36,"all ~1.2-1.5 cm in length","Ambient","Ethanol 70%",NA,NA,"Larval Fish",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"541","in2020_v08",28,32,"32","S","Bathylagus spp.",37098501,NA,NA,2,3,NA,"-20 degC",NA,"Plastic Bag",37098501,"Bathylagus spp.",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"542","in2020_v08",29,32,"32","S","Class Gastropoda - undifferentiated",2.4e+07,NA,NA,0.5,1,"black","Ambient","Ethanol 70%","McCarthy Vial",2.4e+07,"Class Gastropoda - undifferentiated",523,"55  47.02 S","138  34.82 E","55S","RMT16","Lmeso","Night",2020-12-26 15:44:00,-54.2163333333333,"26/12/2020 15:44",-137.419666666667,-54.2151666666667,-137.103166666667,"55S",2020-12-26 17:44:00,"26/12/2020 17:44",120,30.867284,3704.07408,59265.18528
"543","in2020_v08",30,32,"32","S","Cyllopus spp.",28564901,NA,NA,0.5,1,"< 1 g wet weight","-20 degC",NA,"Plastic Bag",28564901,"Cyllopus spp.",572,"55  50.16 S","138  45.8 E","55S","RMT16","Lmeso","Day",2020-12-27 02:28:00,-54.164,"27/12/2020 2:28",-137.236666666667,-54.1838333333333,-137.337,"55S",2020-12-27 03:08:00,"27/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"544","in2020_v08",34,32,"32","S","Stylocheiron spp.",28702906,NA,NA,0.5,1,NA,"Ambient","Ethanol 70%",NA,28702906,"Stylocheiron spp.",574,"55  49.67 S","138  35.14 E","55S","RMT16","Meso","Night",2020-12-29 13:42:00,-54.1721666666667,"29/12/2020 13:42",-137.414333333333,-54.1748333333333,-137.437666666667,"55S",2020-12-29 14:22:00,"29/12/2020 14:22",40,30.867284,1234.69136,19755.06176
"545","in2020_v08",35,32,"32","S","Clio spp.",24406901,NA,NA,0.5,1,NA,"Ambient","Ethanol 70%",NA,24406901,"Clio spp.",688,"55  49.77 S","138  26.23 E","55S","RMT16","Lmeso","Night",2020-12-30 15:43:00,-54.1705,"30/12/2020 15:43",-137.562833333333,-54.1906666666667,-137.6135,"55S",2020-12-30 17:43:00,"30/12/2020 17:43",120,30.867284,3704.07408,59265.18528
"546","in2020_v08",36,32,"32","S","Cyllopus spp.",28564901,NA,NA,0.5,5,NA,"-20 degC",NA,NA,28564901,"Cyllopus spp.",708,"55  53.2 S","138  26.18 E","55S","RMT16","Lmeso","Day",2020-12-31 01:36:00,-54.1133333333333,"31/12/2020 1:36",-137.563666666667,-54.1341666666667,-137.612833333333,"55S",2020-12-31 03:36:00,"31/12/2020 3:36",120,30.867284,3704.07408,59265.18528
"547","in2020_v08",37,32,"32","S","Euphausia similis similis",28702007,NA,NA,28,448,"See # 39 and #43","-20 degC",NA,NA,28702007,"Euphausia similis similis",705,"58  00.85 S","141  14.26 E","58S","RMT16","Epi","Night",2021-01-01 14:08:00,-57.9858333333333,"1/01/2021 14:08",-140.762333333333,-57.9943333333333,-140.781166666667,"58S",2021-01-01 14:48:00,"1/01/2021 14:48",40,30.867284,1234.69136,19755.06176
"548","in2020_v08",40,32,"32","S","Order Gymnosomata - undifferentiated",24410000,NA,NA,1,8,"Doliod shaped pteropod",NA,"discarded onboard",NA,24410000,"Order Gymnosomata - undifferentiated",699,"58  00.65 S","141  17.25 E","58S","RMT16","Meso","Night",2021-01-02 14:15:00,-57.9891666666667,"2/01/2021 14:15",-140.7125,-57.9815,-140.734333333333,"58S",2021-01-02 14:55:00,"2/01/2021 14:55",40,30.867284,1234.69136,19755.06176
"549","in2020_v08",41,32,"32","S","Primno spp.",28573903,NA,NA,0.5,2,"< 1 g wet weight","-20 degC",NA,"Plastic Bag",28573903,"Primno spp.",694,"57  58.61 S","141  19.16 E","58S","RMT16","Lmeso","Day",2021-01-04 02:39:00,-56.0231666666667,"4/01/2021 2:39",-140.680666666667,-56.046,-140.7225,"58S",2021-01-04 04:39:00,"4/01/2021 4:39",120,30.867284,3704.07408,59265.18528
"550","in2020_v08",42,32,"32","S","Thysanoessa macrura",28702052,NA,NA,0.5,2,NA,"Ambient","Ethanol 70%","McCarthy Vial",28702052,"Thysanoessa macrura",674,"57  58.83 S","141  22.64 E","58S","RMT16","Lmeso","Night",2021-01-04 12:38:00,-56.0195,"4/01/2021 12:38",-140.622666666667,-56.0561666666667,-140.745,"58S",2021-01-04 14:38:00,"4/01/2021 14:38",120,30.867284,3704.07408,59265.18528
"551","in2020_v08",46,32,"32","S","Styliola subula",24407002,NA,NA,0.5,2,NA,NA,"discarded onboard",NA,24407002,"Styliola subula",733,"57  55.78 S","141  30.23 E","58S","RMT16","Lmeso","Night",2021-01-06 15:11:00,-56.0703333333333,"6/01/2021 15:11",-140.496166666667,-56.0768333333333,-140.557666666667,"58S",2021-01-06 17:11:00,"6/01/2021 17:11",120,30.867284,3704.07408,59265.18528
"552","in2020_v08",47,32,"32","S","Pasiphaea spp.",28745901,NA,NA,1,1,NA,"-20 degC",NA,"Plastic Bag",28745901,"Pasiphaea spp.",759,"57  55.76 S","141  27.68 E","58S","RMT16","Lmeso","Day",2021-01-07 04:55:00,-56.0706666666667,"7/01/2021 4:55",-140.538666666667,-56.0785,-140.589,"58S",2021-01-07 06:55:00,"7/01/2021 6:55",120,30.867284,3704.07408,59265.18528
"553","in2020_v08",1,31,"31","S","Crab melopae",28850903,NA,NA,0.5,7,NA,NA,"discarded onboard",NA,28850903,"Crab melopae",240,"44  45.13 S","145  22.94 E","Trawl","RMT16","Integrated","Day",2020-12-05 09:16:00,-43.2478333333333,"5/12/2020 9:16",-144.617666666667,-43.2748333333333,-144.642833333333,"Trawl",2020-12-05 10:36:00,"5/12/2020 10:36",80,30.867284,2469.38272,39510.12352
"554","in2020_v08",7,31,"31","S","Hydromedusa",NA,NA,NA,0.5,12,"orange","Ambient","Formaldehyde","McCarthy Vial",NA,"Hydromedusa",248,"47  05.8 S","141  23.16 E","SOTS","RMT16","Lmeso","Day",2020-12-12 04:25:00,-46.9033333333333,"12/12/2020 4:25",-140.614,-46.9305,-140.576333333333,"SOTS",2020-12-12 06:25:00,"12/12/2020 6:25",120,30.867284,3704.07408,59265.18528
"555","in2020_v08",11,31,"31","S","Euphausia spp.",28702901,NA,NA,35,525,"lengths not taken. Count based on #33.","-20 degC",NA,"Plastic Bag",28702901,"Euphausia spp.",254,"47  04.77 S","141  22.33 E","SOTS","RMT16","Epi","Night",2020-12-14 11:23:00,-46.9205,"14/12/2020 11:23",-140.627833333333,-46.9333333333333,-140.636166666667,"SOTS",2020-12-14 12:03:00,"14/12/2020 12:03",40,30.867284,1234.69136,19755.06176
"556","in2020_v08",12,31,"31","S","Thysanoessa spp.",28702907,NA,NA,1,19,NA,"-20 degC",NA,"Plastic Bag",28702907,"Thysanoessa spp.",256,"47  04.77 S","141  21.82 E","SOTS","RMT16","Meso","Night",2020-12-14 14:23:00,-46.9205,"14/12/2020 14:23",-140.636333333333,-46.9323333333333,-140.644166666667,"SOTS",2020-12-14 15:03:00,"14/12/2020 15:03",40,30.867284,1234.69136,19755.06176
"557","in2020_v08",13,31,"31","S","Class Ostracoda - undifferentiated",27100000,NA,NA,0.5,1,"less than 1g","Ambient","Ethanol 70%","Plastic Bag",27100000,"Class Ostracoda - undifferentiated",258,"47  05.41 S","141  21.78 E","SOTS","RMT16","Lmeso","Night",2020-12-15 11:46:00,-46.9098333333333,"15/12/2020 11:46",-140.637,-46.8858333333333,-140.659833333333,"SOTS",2020-12-15 13:46:00,"15/12/2020 13:46",120,30.867284,3704.07408,59265.18528
"558","in2020_v08",14,31,"31","S","Hydromedusa",NA,NA,NA,1,12,"burgandy","Ambient","Formaldehyde","McCarthy Vial",NA,"Hydromedusa",260,"47  05.53 S","141  21.24 E","SOTS","RMT16","Lmeso","Day",2020-12-16 03:20:00,-46.9078333333333,"16/12/2020 3:20",-140.646,-46.8828333333333,-140.684833333333,"SOTS",2020-12-16 05:20:00,"16/12/2020 5:20",120,30.867284,3704.07408,59265.18528
"559","in2020_v08",15,31,"31","S","Pyroteuthidae - undifferentiated",23621902,NA,NA,0.5,2,"< 1 g wet weight","Ambient","Formaldehyde","McCarthy Vial",23621902,"Pyroteuthidae - undifferentiated",262,"47  04.96 S","141  21.45 E","SOTS","RMT16","Epi","Day",2020-12-17 21:19:00,-46.9173333333333,"17/12/2020 21:19",-140.6425,-46.929,-140.651666666667,"SOTS",2020-12-17 21:59:00,"17/12/2020 21:59",40,30.867284,1234.69136,19755.06176
"560","in2020_v08",17,31,"31","S","Larval Fish",NA,NA,NA,1,30,"big larval fish same as #37","Ambient","Ethanol 70%","McCarthy Vial",NA,"Larval Fish",284,"47  05.07 S","141  21.91 E","SOTS","RMT16","Epi","Night",2020-12-18 11:21:00,-46.9155,"18/12/2020 11:21",-140.634833333333,-46.9163333333333,-140.643166666667,"SOTS",2020-12-18 12:01:00,"18/12/2020 12:01",40,30.867284,1234.69136,19755.06176
"561","in2020_v08",18,31,"31","S","Hippopodius spp.",11094901,NA,NA,20,NA,"horse shoe shaped",NA,"discarded onboard",NA,11094901,"Hippopodius spp.",287,"47  05.03 S","141  20.77 E","SOTS","RMT16","Meso","Night",2020-12-19 14:28:00,-46.9161666666667,"19/12/2020 14:28",-140.653833333333,-46.9168333333333,-140.610666666667,"SOTS",2020-12-19 15:08:00,"19/12/2020 15:08",40,30.867284,1234.69136,19755.06176
"562","in2020_v08",21,31,"31","S","Class Polychaeta - undifferentiated",2.2e+07,NA,NA,0.5,1,NA,NA,"discarded onboard",NA,2.2e+07,"Class Polychaeta - undifferentiated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","in2020_v08",22,31,"31","S","Clio recurva",24406004,NA,NA,0.5,1,"weight","-20 degC",NA,"Plastic Bag",24406004,"Clio recurva",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"564","in2020_v08",26,31,"31","S","remainder",NA,NA,NA,55,NA,NA,"Ambient","discarded onboard",NA,NA,"remainder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","in2020_v08",28,31,"31","S","Rosacea spp.",11095902,NA,NA,56,NA,NA,NA,"discarded onboard",NA,11095902,"Rosacea spp.",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"566","in2020_v08",29,31,"31","S","Amphicaryon acaule",11095003,NA,NA,250,NA,NA,"-20 degC",NA,"Plastic Bag",11095003,"Amphicaryon acaule",523,"55  47.02 S","138  34.82 E","55S","RMT16","Lmeso","Night",2020-12-26 15:44:00,-54.2163333333333,"26/12/2020 15:44",-137.419666666667,-54.2151666666667,-137.103166666667,"55S",2020-12-26 17:44:00,"26/12/2020 17:44",120,30.867284,3704.07408,59265.18528
"567","in2020_v08",30,31,"31","S","Themisto gaudichaudii",28570022,NA,NA,0.5,3,"< 1 g wet weight","-20 degC",NA,"Plastic Bag",28570022,"Themisto gaudichaudii",572,"55  50.16 S","138  45.8 E","55S","RMT16","Lmeso","Day",2020-12-27 02:28:00,-54.164,"27/12/2020 2:28",-137.236666666667,-54.1838333333333,-137.337,"55S",2020-12-27 03:08:00,"27/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"568","in2020_v08",27,31,"31","S","Thysanoessa macrura",28702052,NA,NA,0.5,30,"same as # 20","Ambient","Ethanol 70%",NA,28702052,"Thysanoessa macrura",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"569","in2020_v08",31,31,"31","S","Larval Fish",NA,NA,NA,0.5,11,"< 1 g wet weight","Ambient","Formaldehyde","McCarthy Vial",NA,"Larval Fish",520,"55  47.81 S","138  35.86 E","55S","RMT16","Epi","Night",2020-12-28 03:16:00,-54.2031666666667,"28/12/2020 3:16",-137.402333333333,-54.204,-137.416333333333,"55S",2020-12-28 03:56:00,"28/12/2020 3:56",40,30.867284,1234.69136,19755.06176
"570","in2020_v08",34,31,"31","S","Larval Fish",NA,NA,NA,0.5,6,"Long clear larval fish.see # 39.","Ambient","Formaldehyde",NA,NA,"Larval Fish",574,"55  49.67 S","138  35.14 E","55S","RMT16","Meso","Night",2020-12-29 13:42:00,-54.1721666666667,"29/12/2020 13:42",-137.414333333333,-54.1748333333333,-137.437666666667,"55S",2020-12-29 14:22:00,"29/12/2020 14:22",40,30.867284,1234.69136,19755.06176
"571","in2020_v08",35,31,"31","S","Salpa thompsoni - solitary",NA,NA,NA,190,10,"solitary form","-20 degC",NA,NA,NA,"Salpa thompsoni - solitary",688,"55  49.77 S","138  26.23 E","55S","RMT16","Lmeso","Night",2020-12-30 15:43:00,-54.1705,"30/12/2020 15:43",-137.562833333333,-54.1906666666667,-137.6135,"55S",2020-12-30 17:43:00,"30/12/2020 17:43",120,30.867284,3704.07408,59265.18528
"572","in2020_v08",36,31,"31","S","Lanceola spp.",28555901,NA,NA,5,6,NA,"-20 degC",NA,NA,28555901,"Lanceola spp.",708,"55  53.2 S","138  26.18 E","55S","RMT16","Lmeso","Day",2020-12-31 01:36:00,-54.1133333333333,"31/12/2020 1:36",-137.563666666667,-54.1341666666667,-137.612833333333,"55S",2020-12-31 03:36:00,"31/12/2020 3:36",120,30.867284,3704.07408,59265.18528
"573","in2020_v08",37,31,"31","S","Beroe spp.",12090901,NA,NA,1,2,"Pink/clear ctenophore. Possibly Beroe",NA,"Formaldehyde",NA,12090901,"Beroe spp.",705,"58  00.85 S","141  14.26 E","58S","RMT16","Epi","Night",2021-01-01 14:08:00,-57.9858333333333,"1/01/2021 14:08",-140.762333333333,-57.9943333333333,-140.781166666667,"58S",2021-01-01 14:48:00,"1/01/2021 14:48",40,30.867284,1234.69136,19755.06176
"574","in2020_v08",41,31,"31","S","Pegantha rubiginosa",11083001,NA,NA,38,1,NA,"-20 degC",NA,"Plastic Bag",11083001,"Pegantha rubiginosa",694,"57  58.61 S","141  19.16 E","58S","RMT16","Lmeso","Day",2021-01-04 02:39:00,-56.0231666666667,"4/01/2021 2:39",-140.680666666667,-56.046,-140.7225,"58S",2021-01-04 04:39:00,"4/01/2021 4:39",120,30.867284,3704.07408,59265.18528
"575","in2020_v08",42,31,"31","S","Thysanoessa macrura",28702052,NA,NA,5,150,NA,"-20 degC",NA,"Plastic Bag",28702052,"Thysanoessa macrura",674,"57  58.83 S","141  22.64 E","58S","RMT16","Lmeso","Night",2021-01-04 12:38:00,-56.0195,"4/01/2021 12:38",-140.622666666667,-56.0561666666667,-140.745,"58S",2021-01-04 14:38:00,"4/01/2021 14:38",120,30.867284,3704.07408,59265.18528
"576","in2020_v08",46,31,"31","S","Spongiobranchaea australis",NA,NA,NA,0.5,22,"Spongiobranchia australis",NA,"discarded onboard",NA,NA,"Spongiobranchaea australis",733,"57  55.78 S","141  30.23 E","58S","RMT16","Lmeso","Night",2021-01-06 15:11:00,-56.0703333333333,"6/01/2021 15:11",-140.496166666667,-56.0768333333333,-140.557666666667,"58S",2021-01-06 17:11:00,"6/01/2021 17:11",120,30.867284,3704.07408,59265.18528
"577","in2020_v08",49,31,"31","SS","Euphausia similis similis",28702007,NA,NA,NA,NA,"subsample of #20. E.similis-like","Ambient","Ethanol 70%",NA,28702007,"Euphausia similis similis",755,"57  53.79 S","141  34.42 E","58S","RMT16","Epi","Night",2021-01-07 14:00:00,-56.1035,"7/01/2021 14:00",-140.426333333333,-56.1016666666667,-140.451333333333,"58S",2021-01-07 14:40:00,"7/01/2021 14:40",40,30.867284,1234.69136,19755.06176
"578","in2020_v08",47,31,"31","S","Periphylla periphylla",11128001,NA,NA,2567,1,NA,NA,"discarded onboard",NA,11128001,"Periphylla periphylla",759,"57  55.76 S","141  27.68 E","58S","RMT16","Lmeso","Day",2021-01-07 04:55:00,-56.0706666666667,"7/01/2021 4:55",-140.538666666667,-56.0785,-140.589,"58S",2021-01-07 06:55:00,"7/01/2021 6:55",120,30.867284,3704.07408,59265.18528
"579","in2020_v08",52,31,"31","S","remainder",NA,NA,NA,148,NA,NA,NA,"discarded onboard",NA,NA,"remainder",816,"57  52.98 S","141  35.01 E","55S","RMT16","Targeted_850to750","Day",2021-01-09 01:36:00,-56.117,"9/01/2021 1:36",-140.4165,-56.117,-140.437333333333,"58S",2021-01-09 02:16:00,"9/01/2021 2:16",40,30.867284,1234.69136,19755.06176
"580","in2020_v08",1,30,"30","S","Stylocheiron spp.",28702906,NA,NA,0.5,1,NA,"Ambient","Ethanol 70%","McCarthy Vial",28702906,"Stylocheiron spp.",240,"44  45.13 S","145  22.94 E","Trawl","RMT16","Integrated","Day",2020-12-05 09:16:00,-43.2478333333333,"5/12/2020 9:16",-144.617666666667,-43.2748333333333,-144.642833333333,"Trawl",2020-12-05 10:36:00,"5/12/2020 10:36",80,30.867284,2469.38272,39510.12352
"581","in2020_v08",7,30,"30","S","Subclass Copepoda - undifferentiated",27200000,NA,NA,0.5,25,NA,NA,"discarded onboard",NA,27200000,"Subclass Copepoda - undifferentiated",248,"47  05.8 S","141  23.16 E","SOTS","RMT16","Lmeso","Day",2020-12-12 04:25:00,-46.9033333333333,"12/12/2020 4:25",-140.614,-46.9305,-140.576333333333,"SOTS",2020-12-12 06:25:00,"12/12/2020 6:25",120,30.867284,3704.07408,59265.18528
"582","in2020_v08",27,30,"30","S","Clio spp.",24406901,NA,NA,NA,NA,"Discarded?",NA,"discarded onboard",NA,24406901,"Clio spp.",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"583","in2020_v08",11,30,"30","S","Larval Fish",NA,NA,NA,8,104,"split with acc# 5, Larval fish Sp. 1","Ambient","Formaldehyde","McCarthy Vial",NA,"Larval Fish",254,"47  04.77 S","141  22.33 E","SOTS","RMT16","Epi","Night",2020-12-14 11:23:00,-46.9205,"14/12/2020 11:23",-140.627833333333,-46.9333333333333,-140.636166666667,"SOTS",2020-12-14 12:03:00,"14/12/2020 12:03",40,30.867284,1234.69136,19755.06176
"584","in2020_v08",12,30,"30","S","Euphausiidae - undifferentiated",28702000,NA,NA,5,52,NA,NA,"Ethanol 70%","McCarthy Vial",28702000,"Euphausiidae - undifferentiated",256,"47  04.77 S","141  21.82 E","SOTS","RMT16","Meso","Night",2020-12-14 14:23:00,-46.9205,"14/12/2020 14:23",-140.636333333333,-46.9323333333333,-140.644166666667,"SOTS",2020-12-14 15:03:00,"14/12/2020 15:03",40,30.867284,1234.69136,19755.06176
"585","in2020_v08",13,30,"30","S","Phronima spp.",28572901,NA,NA,0.5,1,"discarded",NA,"Discarded",NA,28572901,"Phronima spp.",258,"47  05.41 S","141  21.78 E","SOTS","RMT16","Lmeso","Night",2020-12-15 11:46:00,-46.9098333333333,"15/12/2020 11:46",-140.637,-46.8858333333333,-140.659833333333,"SOTS",2020-12-15 13:46:00,"15/12/2020 13:46",120,30.867284,3704.07408,59265.18528
"586","in2020_v08",14,30,"30","S","Uristidae - undifferentiated",28413000,NA,NA,4,15,NA,"-20 degC",NA,"Plastic Bag",28413000,"Uristidae - undifferentiated",260,"47  05.53 S","141  21.24 E","SOTS","RMT16","Lmeso","Day",2020-12-16 03:20:00,-46.9078333333333,"16/12/2020 3:20",-140.646,-46.8828333333333,-140.684833333333,"SOTS",2020-12-16 05:20:00,"16/12/2020 5:20",120,30.867284,3704.07408,59265.18528
"587","in2020_v08",17,30,"30","S","Larval Fish",NA,NA,NA,3.5,62,"Myctophid larvae, 26 were frozen. Remainder in eth and F (#35 and #36).","-20 degC",NA,"Plastic Bag",NA,"Larval Fish",284,"47  05.07 S","141  21.91 E","SOTS","RMT16","Epi","Night",2020-12-18 11:21:00,-46.9155,"18/12/2020 11:21",-140.634833333333,-46.9163333333333,-140.643166666667,"SOTS",2020-12-18 12:01:00,"18/12/2020 12:01",40,30.867284,1234.69136,19755.06176
"588","in2020_v08",18,30,"30","S","Vogtia spinosa",11094003,NA,NA,20,NA,"Star shaped bracts",NA,"discarded onboard",NA,11094003,"Vogtia spinosa",287,"47  05.03 S","141  20.77 E","SOTS","RMT16","Meso","Night",2020-12-19 14:28:00,-46.9161666666667,"19/12/2020 14:28",-140.653833333333,-46.9168333333333,-140.610666666667,"SOTS",2020-12-19 15:08:00,"19/12/2020 15:08",40,30.867284,1234.69136,19755.06176
"589","in2020_v08",21,30,"30","S","Acanthephyra spp.",28735901,NA,NA,0.5,1,NA,"-20 degC",NA,"Plastic Bag",28735901,"Acanthephyra spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","in2020_v08",22,30,"30","S","Class Polychaeta - undifferentiated",2.2e+07,NA,NA,0.5,2,"weight","-20 degC",NA,"Plastic Bag",2.2e+07,"Class Polychaeta - undifferentiated",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"591","in2020_v08",25,30,"30","S","Euphausia similis similis",28702007,NA,NA,0.5,45,"wet weight","-20 degC",NA,"Plastic Bag",28702007,"Euphausia similis similis",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"592","in2020_v08",26,30,"30","S","Periphylla periphylla",11128001,NA,NA,7,1,NA,"Ambient","Formaldehyde","McCarthy Vial",11128001,"Periphylla periphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","in2020_v08",15,30,"30","S","Thysanoessa spp.",28702907,NA,NA,0.5,9,"< 1 g wet weight","-20 degC",NA,"Plastic Bag",28702907,"Thysanoessa spp.",262,"47  04.96 S","141  21.45 E","SOTS","RMT16","Epi","Day",2020-12-17 21:19:00,-46.9173333333333,"17/12/2020 21:19",-140.6425,-46.929,-140.651666666667,"SOTS",2020-12-17 21:59:00,"17/12/2020 21:59",40,30.867284,1234.69136,19755.06176
"594","in2020_v08",28,30,"30","S","Pelagonemertes spp.",14125901,NA,NA,26,9,NA,"-20 degC",NA,"Plastic Bag",14125901,"Pelagonemertes spp.",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"595","in2020_v08",30,30,"30","S","Gennadas gilchristi",28713007,NA,NA,5,10,NA,"-20 degC",NA,"Plastic Bag",28713007,"Gennadas gilchristi",572,"55  50.16 S","138  45.8 E","55S","RMT16","Lmeso","Day",2020-12-27 02:28:00,-54.164,"27/12/2020 2:28",-137.236666666667,-54.1838333333333,-137.337,"55S",2020-12-27 03:08:00,"27/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"596","in2020_v08",31,30,"30","S","remainder",NA,NA,NA,79,NA,"remainder",NA,"discarded onboard",NA,NA,"remainder",520,"55  47.81 S","138  35.86 E","55S","RMT16","Epi","Night",2020-12-28 03:16:00,-54.2031666666667,"28/12/2020 3:16",-137.402333333333,-54.204,-137.416333333333,"55S",2020-12-28 03:56:00,"28/12/2020 3:56",40,30.867284,1234.69136,19755.06176
