"","ID","Site","daylight","Depth_Stratum","Deployment","ACat","Taxa_Groups","Acoustic_Category","Taxa_updated","CAAB_updated","nos","weight_g","Weight_Std_gm3_gps","Abd_Std_nosm3_gps","Weight_Std_gm3_sp","Abd_Std_nosm3_sp","AvgL_mm","datetime_UTC_start","datetime_UTC_stop","lat_decdeg_start","long_decdeg_start","lat_decdeg_stop","long_decdeg_stop","VolumeFiltered_m3_speed","VolumeFiltered_m3_gps","Taxa_PLAOS"
"234",234,"SOTS","Night","Epi",11,"Pteropod","other","other","Clio spp.",24406901,1,0.5,2.00189149839285e-05,4.0037829967857e-05,2.53099689626078e-05,5.06199379252156e-05,NA,"14/12/2020 11:23","14/12/2020 12:03",-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,"Other"
"235",235,"SOTS","Night","Epi",11,"Pteropod","other","other","Styliola subula",24407002,43,3.5,0.000140132404887499,0.00172162668861785,0.000177169782738255,0.00217665733078427,16.1818181818182,"14/12/2020 11:23","14/12/2020 12:03",-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,"Other"
"236",236,"SOTS","Night","Epi",11,"Siphonophore","Gelatinous_Active","G_nGB","Diphyes spp.",11093903,50,2,8.0075659935714e-05,0.00200189149839285,0.000101239875850431,0.00253099689626078,12.94,"14/12/2020 11:23","14/12/2020 12:03",-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,"Siphonophore"
"237",237,"SOTS","Night","Epi",11,"Siphonophore","Gelatinous_Active","G_nGB","Order Siphonophora - undifferentiated",11090000,0,60,0.00240226979807142,0,0.00303719627551293,0,NA,"14/12/2020 11:23","14/12/2020 12:03",-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,"Siphonophore"
"238",238,"SOTS","Night","Epi",11,"Tunicates","Tunicates","G_nGB","Pyrosoma atlanticum",35101001,3,508,0.0203392176236713,0.000120113489903571,0.0257149284660095,0.000151859813775647,NA,"14/12/2020 11:23","14/12/2020 12:03",-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,"Pyrosome"
"239",239,"SOTS","Night","Epi",11,"Tunicates","Tunicates","G_nGB","Salpidae - undifferentiated",35103000,37,240,0.00960907919228567,0.00148139970881071,0.0121487851020517,0.00187293770323298,NA,"14/12/2020 11:23","14/12/2020 12:03",-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,"Salp"
"240",240,"SOTS","Night","Epi",11,"Tunicates","Tunicates","G_nGB","Salpidae - undifferentiated",35103000,37,240,0.00960907919228567,0.00148139970881071,0.0121487851020517,0.00187293770323298,43.4242424242424,"14/12/2020 11:23","14/12/2020 12:03",-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,"Salp"
"241",241,"SOTS","Night","Epi",11,"Tunicates","Tunicates","G_nGB","Soestia zonaria",35103016,25,5,0.000200189149839285,0.00100094574919642,0.000253099689626078,0.00126549844813039,17.5454545454545,"14/12/2020 11:23","14/12/2020 12:03",-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,"Salp"
"242",242,"SOTS","Night","Meso",12,"Amphipods","Crustaceans","Crustaceans","Cystisoma spp.",28565901,3,1,4.32818695183531e-05,0.000129845608555059,5.06199379252156e-05,0.000151859813775647,30.6666666666667,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Crustacean"
"243",243,"SOTS","Night","Meso",12,"Amphipods","Crustaceans","Crustaceans","Phronima spp.",28572901,2,0.5,2.16409347591766e-05,8.65637390367062e-05,2.53099689626078e-05,0.000101239875850431,20,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Crustacean"
"244",244,"SOTS","Night","Meso",12,"Amphipods","Crustaceans","Crustaceans","Themisto spp.",28570910,13,0.5,2.16409347591766e-05,0.000562664303738591,2.53099689626078e-05,0.000658059193027803,10.4615384615385,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Crustacean"
"245",245,"SOTS","Night","Meso",12,"Cephalopod","Cephalopod","Cephalopod","Cranchiidae - undifferentiated",23643000,4,0.5,2.16409347591766e-05,0.000173127478073412,2.53099689626078e-05,0.000202479751700862,11.875,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Cephalopod"
"246",246,"SOTS","Night","Meso",12,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,289,53,0.00229393908447272,0.0125084602908041,0.00268285671003643,0.0146291620603873,40.0365853658537,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Chaetognath"
"247",247,"SOTS","Night","Meso",12,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,289,53,0.00229393908447272,0.0125084602908041,0.00268285671003643,0.0146291620603873,NA,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Chaetognath"
"248",248,"SOTS","Night","Meso",12,"FGB","FGB","FGB","Argyropelecus hemigymnus",37107006,12,2,8.65637390367062e-05,0.000519382434220237,0.000101239875850431,0.000607439255102587,19.9166666666667,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"FGB"
"249",249,"SOTS","Night","Meso",12,"FGB","FGB","FGB","Diaphus hudsoni",37122061,3,8,0.000346254956146825,0.000129845608555059,0.000404959503401725,0.000151859813775647,65.3333333333333,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"FGB"
"250",250,"SOTS","Night","Meso",12,"FGB","FGB","FGB","Larval Fish",NA,40,3,0.000129845608555059,0.00173127478073412,0.000151859813775647,0.00202479751700862,NA,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"FGB"
"251",251,"SOTS","Night","Meso",12,"FGB","FGB","FGB","Larval Fish",NA,40,3,0.000129845608555059,0.00173127478073412,0.000151859813775647,0.00202479751700862,NA,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"FGB"
"252",252,"SOTS","Night","Meso",12,"FGB","FGB","FGB","Larval Fish",NA,40,3,0.000129845608555059,0.00173127478073412,0.000151859813775647,0.00202479751700862,12,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"FGB"
"253",253,"SOTS","Night","Meso",12,"FGB","FGB","FGB","Nemichthys curvirostris",37076001,1,4,0.000173127478073412,4.32818695183531e-05,0.000202479751700862,5.06199379252156e-05,850,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"FGB"
"254",254,"SOTS","Night","Meso",12,"FGB","FGB","FGB","Protomyctophum spp.",37122923,1,0.5,2.16409347591766e-05,4.32818695183531e-05,2.53099689626078e-05,5.06199379252156e-05,NA,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"FGB"
"255",255,"SOTS","Night","Meso",12,"FGB","FGB","FGB","Woodsia spp.",37106911,1,0.5,2.16409347591766e-05,4.32818695183531e-05,2.53099689626078e-05,5.06199379252156e-05,31,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"FGB"
"256",256,"SOTS","Night","Meso",12,"FnGB","FnGB","FnGB","Melanonus gracilis",37224015,1,3,0.000129845608555059,4.32818695183531e-05,0.000151859813775647,5.06199379252156e-05,90,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"FnGB"
"257",257,"SOTS","Night","Meso",12,"FnGB","FnGB","FnGB","Stomias gracilis",37112801,1,1,4.32818695183531e-05,4.32818695183531e-05,5.06199379252156e-05,5.06199379252156e-05,112,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"FnGB"
"258",258,"SOTS","Night","Meso",12,"FnGB","FnGB","FnGB","Stomiidae - undifferentiated",37112000,1,1,4.32818695183531e-05,4.32818695183531e-05,5.06199379252156e-05,5.06199379252156e-05,68,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"FnGB"
"259",259,"SOTS","Night","Meso",12,"Gnathaphausia","Crustaceans","Crustaceans","Gnathophausia gigas",28081003,1,2,8.65637390367062e-05,4.32818695183531e-05,0.000101239875850431,5.06199379252156e-05,40,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Crustacean"
"260",260,"SOTS","Night","Meso",12,"Krill","Crustaceans","Crustaceans","Euphausia spp.",28702901,47,1,4.32818695183531e-05,0.0020342478673626,5.06199379252156e-05,0.00237913708248513,19.8571428571429,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Krill"
"261",261,"SOTS","Night","Meso",12,"Krill","Crustaceans","Crustaceans","Euphausia spp.",28702901,47,1,4.32818695183531e-05,0.0020342478673626,5.06199379252156e-05,0.00237913708248513,NA,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Krill"
"262",262,"SOTS","Night","Meso",12,"Krill","Crustaceans","Crustaceans","Euphausiidae - undifferentiated",28702000,52,5,0.000216409347591766,0.00225065721495436,0.000253099689626078,0.00263223677211121,NA,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Krill"
"263",263,"SOTS","Night","Meso",12,"Krill","Crustaceans","Crustaceans","Nematobrachion spp.",28702902,2,0.5,2.16409347591766e-05,8.65637390367062e-05,2.53099689626078e-05,0.000101239875850431,23.5,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Krill"
"264",264,"SOTS","Night","Meso",12,"Krill","Crustaceans","Crustaceans","Nematoscelis megalops",28702015,7,1,4.32818695183531e-05,0.000302973086628472,5.06199379252156e-05,0.000354339565476509,27,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Krill"
"265",265,"SOTS","Night","Meso",12,"Krill","Crustaceans","Crustaceans","Stylocheiron spp.",28702906,14,0.5,2.16409347591766e-05,0.000605946173256944,2.53099689626078e-05,0.000708679130953018,23.375,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Krill"
"266",266,"SOTS","Night","Meso",12,"Krill","Crustaceans","Crustaceans","Thysanoessa spp.",28702907,22,1.5,6.49228042775297e-05,0.000952201129403769,7.59299068878234e-05,0.00111363863435474,NA,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Krill"
"267",267,"SOTS","Night","Meso",12,"Krill","Crustaceans","Crustaceans","Thysanoessa spp.",28702907,22,1.5,6.49228042775297e-05,0.000952201129403769,7.59299068878234e-05,0.00111363863435474,16.6842105263158,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Krill"
"268",268,"SOTS","Night","Meso",12,"Medusa","Gelatinous_Active","G_nGB","Rhopalonema spp.",11089906,18,10,0.000432818695183531,0.000779073651330356,0.000506199379252156,0.00091115888265388,23.0555555555556,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Medusa"
"269",269,"SOTS","Night","Meso",12,"Medusa","Gelatinous_Active","G_nGB","Solmissus spp.",11082902,7,13,0.000562664303738591,0.000302973086628472,0.000658059193027803,0.000354339565476509,28.7142857142857,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Medusa"
"270",270,"SOTS","Night","Meso",12,"Other","other","other","eggs",NA,4,0.5,2.16409347591766e-05,0.000173127478073412,2.53099689626078e-05,0.000202479751700862,NA,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Other"
"271",271,"SOTS","Night","Meso",12,"Prawn","Crustaceans","Crustaceans","Acanthephyra quadrispinosa",28735007,1,3,0.000129845608555059,4.32818695183531e-05,0.000151859813775647,5.06199379252156e-05,61,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Prawn"
"272",272,"SOTS","Night","Meso",12,"Prawn","Crustaceans","Crustaceans","Acanthephyra spp.",28735901,6,3.5,0.000151486543314236,0.000259691217110119,0.000177169782738255,0.000303719627551293,44.3333333333333,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Prawn"
"273",273,"SOTS","Night","Meso",12,"Prawn","Crustaceans","Crustaceans","Notostomus auriculatus",28735028,2,9,0.000389536825665178,8.65637390367062e-05,0.00045557944132694,0.000101239875850431,54.5,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Prawn"
"274",274,"SOTS","Night","Meso",12,"Prawn","Crustaceans","Crustaceans","Phorcosergia potens",28720020,4,3,0.000129845608555059,0.000173127478073412,0.000151859813775647,0.000202479751700862,34.6666666666667,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Prawn"
"275",275,"SOTS","Night","Meso",12,"Prawn","Crustaceans","Crustaceans","Sergestes spp.",28720906,2,1.5,6.49228042775297e-05,8.65637390367062e-05,7.59299068878234e-05,0.000101239875850431,34,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Prawn"
"276",276,"SOTS","Night","Meso",12,"Pteropod","other","other","Styliola subula",24407002,6,0.5,2.16409347591766e-05,0.000259691217110119,2.53099689626078e-05,0.000303719627551293,13,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Other"
"277",277,"SOTS","Night","Meso",12,"Siphonophore","Gelatinous_Active","G_nGB","Order Siphonophora - undifferentiated",11090000,0,60,0.00259691217110119,0,0.00303719627551293,0,NA,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Siphonophore"
"278",278,"SOTS","Night","Meso",12,"Tunicates","Tunicates","G_nGB","remainder",NA,0,120,0.00519382434220237,0,0.00607439255102587,0,NA,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Salp"
"279",279,"SOTS","Night","Meso",12,"Tunicates","Tunicates","G_nGB","Salpa spp.",35103908,9,4,0.000173127478073412,0.000389536825665178,0.000202479751700862,0.00045557944132694,37.3333333333333,"14/12/2020 14:23","14/12/2020 15:03",-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,"Salp"
"280",280,"SOTS","Night","Lmeso",13,"Amphipods","Crustaceans","Crustaceans","Phronima spp.",28572901,1,0.5,9.81772216164102e-06,1.9635444323282e-05,8.43665632086926e-06,1.68733126417385e-05,11,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Crustacean"
"281",281,"SOTS","Night","Lmeso",13,"Amphipods","Crustaceans","Crustaceans","Primno spp.",28573903,2,0.5,9.81772216164102e-06,3.92708886465641e-05,8.43665632086926e-06,3.37466252834771e-05,10,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Crustacean"
"282",282,"SOTS","Night","Lmeso",13,"Amphipods","Crustaceans","Crustaceans","Themisto gaudichaudii",28570022,5,0.5,9.81772216164102e-06,9.81772216164102e-05,8.43665632086926e-06,8.43665632086926e-05,12.5,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Crustacean"
"283",283,"SOTS","Night","Lmeso",13,"Amphipods","Crustaceans","Crustaceans","Tryphosella macropareia",28405145,16,8,0.000157083554586256,0.000314167109172513,0.000134986501133908,0.000269973002267816,20.125,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Crustacean"
"284",284,"SOTS","Night","Lmeso",13,"Cephalopod","Cephalopod","Cephalopod","Cranchiidae - undifferentiated",23643000,3,5,9.81772216164102e-05,5.89063329698461e-05,8.43665632086926e-05,5.06199379252156e-05,32.8,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Cephalopod"
"285",285,"SOTS","Night","Lmeso",13,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,300,68,0.00133521021398318,0.00589063329698461,0.00114738525963822,0.00506199379252156,NA,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Chaetognath"
"286",286,"SOTS","Night","Lmeso",13,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,300,68,0.00133521021398318,0.00589063329698461,0.00114738525963822,0.00506199379252156,41.59,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Chaetognath"
"287",287,"SOTS","Night","Lmeso",13,"Copepod","Crustaceans","Crustaceans","Euchirella spp.",27212903,8,0.5,9.81772216164102e-06,0.000157083554586256,8.43665632086926e-06,0.000134986501133908,10,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Crustacean"
"288",288,"SOTS","Night","Lmeso",13,"Crustacean","Crustaceans","Crustaceans","Phyllosoma",NA,1,0.5,9.81772216164102e-06,1.9635444323282e-05,8.43665632086926e-06,1.68733126417385e-05,11,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Crustacean"
"289",289,"SOTS","Night","Lmeso",13,"FGB","FGB","FGB","Argyropelecus gigas",37107005,3,2.5,4.90886108082051e-05,5.89063329698461e-05,4.21832816043463e-05,5.06199379252156e-05,33,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"FGB"
"290",290,"SOTS","Night","Lmeso",13,"FGB","FGB","FGB","Argyropelecus hemigymnus",37107006,1,0.5,9.81772216164102e-06,1.9635444323282e-05,8.43665632086926e-06,1.68733126417385e-05,19,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"FGB"
"291",291,"SOTS","Night","Lmeso",13,"FGB","FGB","FGB","Borostomias spp.",37108902,2,3.5,6.87240551314871e-05,3.92708886465641e-05,5.90565942460848e-05,3.37466252834771e-05,67.5,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"FGB"
"292",292,"SOTS","Night","Lmeso",13,"FGB","FGB","FGB","Cyclothone spp.",37106902,40,10,0.00019635444323282,0.000785417772931281,0.000168733126417385,0.000674932505669541,30.2,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"FGB"
"293",293,"SOTS","Night","Lmeso",13,"FGB","FGB","FGB","Larval Fish",NA,21,1,1.9635444323282e-05,0.000412344330788923,1.68733126417385e-05,0.000354339565476509,NA,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"FGB"
"294",294,"SOTS","Night","Lmeso",13,"FGB","FGB","FGB","Larval Fish",NA,21,1,1.9635444323282e-05,0.000412344330788923,1.68733126417385e-05,0.000354339565476509,14.0952380952381,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"FGB"
"295",295,"SOTS","Night","Lmeso",13,"FGB","FGB","FGB","Protomyctophum bolini",37122755,2,2,3.92708886465641e-05,3.92708886465641e-05,3.37466252834771e-05,3.37466252834771e-05,30.5,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"FGB"
"296",296,"SOTS","Night","Lmeso",13,"FGB","FGB","FGB","Sternoptychidae - undifferentiated",37107000,2,0.5,9.81772216164102e-06,3.92708886465641e-05,8.43665632086926e-06,3.37466252834771e-05,9,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"FGB"
"297",297,"SOTS","Night","Lmeso",13,"FnGB","FnGB","FnGB","Bathylagus spp.",37098903,1,1,1.9635444323282e-05,1.9635444323282e-05,1.68733126417385e-05,1.68733126417385e-05,42,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"FnGB"
"298",298,"SOTS","Night","Lmeso",13,"FnGB","FnGB","FnGB","Melanonus gracilis",37224015,1,2.5,4.90886108082051e-05,1.9635444323282e-05,4.21832816043463e-05,1.68733126417385e-05,57,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"FnGB"
"299",299,"SOTS","Night","Lmeso",13,"Gymnosome","other","other","Order Gymnosomata - undifferentiated",24410000,1,0.5,9.81772216164102e-06,1.9635444323282e-05,8.43665632086926e-06,1.68733126417385e-05,4,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Other"
"300",300,"SOTS","Night","Lmeso",13,"Krill","Crustaceans","Crustaceans","Euphausia similis similis",28702007,23,1,1.9635444323282e-05,0.000451615219435487,1.68733126417385e-05,0.000388086190759986,19.0714285714286,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Krill"
"301",301,"SOTS","Night","Lmeso",13,"Krill","Crustaceans","Crustaceans","Euphausia spp.",28702901,14,0.5,9.81772216164102e-06,0.000274896220525949,8.43665632086926e-06,0.000236226376984339,NA,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Krill"
"302",302,"SOTS","Night","Lmeso",13,"Krill","Crustaceans","Crustaceans","Nematobrachion spp.",28702902,7,0.5,9.81772216164102e-06,0.000137448110262974,8.43665632086926e-06,0.00011811318849217,20.1428571428571,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Krill"
"303",303,"SOTS","Night","Lmeso",13,"Krill","Crustaceans","Crustaceans","Nematoscelis megalops",28702015,4,0.5,9.81772216164102e-06,7.85417772931281e-05,8.43665632086926e-06,6.74932505669541e-05,26,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Krill"
"304",304,"SOTS","Night","Lmeso",13,"Krill","Crustaceans","Crustaceans","Stylocheiron spp.",28702906,5,0.5,9.81772216164102e-06,9.81772216164102e-05,8.43665632086926e-06,8.43665632086926e-05,18.6,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Krill"
"305",305,"SOTS","Night","Lmeso",13,"Krill","Crustaceans","Crustaceans","Thysanoessa spp.",28702907,7,1,1.9635444323282e-05,0.000137448110262974,1.68733126417385e-05,0.00011811318849217,NA,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Krill"
"306",306,"SOTS","Night","Lmeso",13,"Krill","Crustaceans","Crustaceans","Thysanoessa spp.",28702907,7,1,1.9635444323282e-05,0.000137448110262974,1.68733126417385e-05,0.00011811318849217,15.7142857142857,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Krill"
"307",307,"SOTS","Night","Lmeso",13,"Medusa","Gelatinous_Active","G_nGB","Atolla wyvillei",11123002,1,8,0.000157083554586256,1.9635444323282e-05,0.000134986501133908,1.68733126417385e-05,40,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Medusa"
"308",308,"SOTS","Night","Lmeso",13,"Medusa","Gelatinous_Active","G_nGB","Hydromedusa",NA,4,0.5,9.81772216164102e-06,7.85417772931281e-05,8.43665632086926e-06,6.74932505669541e-05,11.75,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Medusa"
"309",309,"SOTS","Night","Lmeso",13,"Medusa","Gelatinous_Active","G_nGB","Rhopalonema spp.",11089906,5,34,0.000667605106991589,9.81772216164102e-05,0.00057369262981911,8.43665632086926e-05,42.2,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Medusa"
"310",310,"SOTS","Night","Lmeso",13,"Medusa","Gelatinous_Active","G_nGB","Solmissus spp.",11082902,11,99,0.00194390898800492,0.000215989887556102,0.00167045795153211,0.000185606439059124,44.2727272727273,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Medusa"
"311",311,"SOTS","Night","Lmeso",13,"Ostracod","Crustaceans","Crustaceans","Class Ostracoda - undifferentiated",27100000,1,0.5,9.81772216164102e-06,1.9635444323282e-05,8.43665632086926e-06,1.68733126417385e-05,6,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Crustacean"
"312",312,"SOTS","Night","Lmeso",13,"Other","other","other","eggs",NA,3,0.5,9.81772216164102e-06,5.89063329698461e-05,8.43665632086926e-06,5.06199379252156e-05,6.33333333333333,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Other"
"313",313,"SOTS","Night","Lmeso",13,"Prawn","Crustaceans","Crustaceans","Acanthephyra quadrispinosa",28735007,2,9.5,0.000186536721071179,3.92708886465641e-05,0.000160296470096516,3.37466252834771e-05,62.5,"15/12/2020 11:46","15/12/2020 13:46",-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,"Prawn"
