"","ID","Site","daylight","Depth_Stratum","Deployment","ACat","Taxa_Groups","Acoustic_Category","Taxa_updated","CAAB_updated","nos","weight_g","Weight_Std_gm3_gps","Abd_Std_nosm3_gps","Weight_Std_gm3_sp","Abd_Std_nosm3_sp","AvgL_mm","datetime_UTC_start","datetime_UTC_stop","lat_decdeg_start","long_decdeg_start","lat_decdeg_stop","long_decdeg_stop","VolumeFiltered_m3_speed","VolumeFiltered_m3_gps","Taxa_PLAOS"
"194",497,"SOTS","Night","Meso",18,"Medusa","Gelatinous_Active","G_nGB","Rhopalonema spp.",11089906,15,15,0.000285868138639676,0.000285868138639676,0.000759299068878234,0.000759299068878234,27.3333333333333,"19/12/2020 14:28","19/12/2020 15:08",-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,"Medusa"
"195",498,"SOTS","Night","Meso",18,"Medusa","Gelatinous_Active","G_nGB","Sminthea spp.",11089907,27,95,0.00181049821138461,0.000514562649551416,0.00480889410289548,0.00136673832398082,34.8148148148148,"19/12/2020 14:28","19/12/2020 15:08",-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,"Medusa"
"196",499,"SOTS","Night","Meso",18,"Medusa","Gelatinous_Active","G_nGB","Solmissus spp.",11082902,10,20,0.000381157518186234,0.000190578759093117,0.00101239875850431,0.000506199379252156,30.2,"19/12/2020 14:28","19/12/2020 15:08",-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,"Medusa"
"197",502,"SOTS","Night","Meso",18,"Prawn","Crustaceans","Crustaceans","Acanthephyra spp.",28735901,2,1,1.90578759093117e-05,3.81157518186234e-05,5.06199379252156e-05,0.000101239875850431,44.5,"19/12/2020 14:28","19/12/2020 15:08",-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,"Prawn"
"198",503,"SOTS","Night","Meso",18,"Prawn","Crustaceans","Crustaceans","Phorcosergia potens",28720020,12,2,3.81157518186234e-05,0.000228694510911741,0.000101239875850431,0.000607439255102587,28.9166666666667,"19/12/2020 14:28","19/12/2020 15:08",-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,"Prawn"
"199",504,"SOTS","Night","Meso",18,"Prawn","Crustaceans","Crustaceans","Sergestes spp.",28720906,2,1,1.90578759093117e-05,3.81157518186234e-05,5.06199379252156e-05,0.000101239875850431,39.5,"19/12/2020 14:28","19/12/2020 15:08",-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,"Prawn"
"200",508,"SOTS","Night","Meso",18,"Tunicates","Tunicates","G_nGB","Cyclosalpa bakeri",35103002,3,1,1.90578759093117e-05,5.71736277279352e-05,5.06199379252156e-05,0.000151859813775647,47.3333333333333,"19/12/2020 14:28","19/12/2020 15:08",-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,"Salp"
"201",509,"SOTS","Night","Meso",18,"Tunicates","Tunicates","G_nGB","Pyrosoma atlanticum",35101001,1,75,0.00142934069319838,1.90578759093117e-05,0.00379649534439117,5.06199379252156e-05,130,"19/12/2020 14:28","19/12/2020 15:08",-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,"Pyrosome"
"202",594,"SOTS","Day","Lmeso",22,"Amphipods","Crustaceans","Crustaceans","Cystisoma spp.",28565901,1,0.5,7.63388155433845e-06,1.52677631086769e-05,8.43665632086926e-06,1.68733126417385e-05,27,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Crustacean"
"203",601,"SOTS","Day","Lmeso",22,"Cephalopod","Cephalopod","Cephalopod","Cranchiidae - undifferentiated",23643000,6,50,0.000763388155433845,9.16065786520614e-05,0.000843665632086926,0.000101239875850431,49.0833333333333,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Cephalopod"
"204",602,"SOTS","Day","Lmeso",22,"Cephalopod","Cephalopod","Cephalopod","Histioteuthis spp.",23630901,1,2,3.05355262173538e-05,1.52677631086769e-05,3.37466252834771e-05,1.68733126417385e-05,27.5,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Cephalopod"
"205",604,"SOTS","Day","Lmeso",22,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,766.67,230,0.00351158551499569,0.0117053359425293,0.00388086190759986,0.0129362626030417,44.33,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Chaetognath"
"206",605,"SOTS","Day","Lmeso",22,"FGB","FGB","FGB","Argyropelecus gigas",37107005,1,36,0.000549639471912368,1.52677631086769e-05,0.000607439255102587,1.68733126417385e-05,100,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FGB"
"207",606,"SOTS","Day","Lmeso",22,"FGB","FGB","FGB","Cyclothone spp.",37106902,136,82,0.00125195657491151,0.00207641578278006,0.00138361163662256,0.00229477051927644,32.7333333333333,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FGB"
"208",607,"SOTS","Day","Lmeso",22,"FGB","FGB","FGB","Fish",NA,5,1,1.52677631086769e-05,7.63388155433845e-05,1.68733126417385e-05,8.43665632086926e-05,24.25,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FGB"
"209",608,"SOTS","Day","Lmeso",22,"FGB","FGB","FGB","Lampanyctus australis",37122019,17,50,0.000763388155433845,0.000259551972847507,0.000843665632086926,0.000286846314909555,62.2631578947368,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FGB"
"210",609,"SOTS","Day","Lmeso",22,"FGB","FGB","FGB","Larval Fish",NA,10,1,1.52677631086769e-05,0.000152677631086769,1.68733126417385e-05,0.000168733126417385,47,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FGB"
"211",611,"SOTS","Day","Lmeso",22,"FGB","FGB","FGB","Malacosteus australis",37110003,1,5,7.63388155433845e-05,1.52677631086769e-05,8.43665632086926e-05,1.68733126417385e-05,70,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FGB"
"212",612,"SOTS","Day","Lmeso",22,"FGB","FGB","FGB","Myctophid larvae",NA,10,1,1.52677631086769e-05,0.000152677631086769,1.68733126417385e-05,0.000168733126417385,24.3,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FGB"
"213",613,"SOTS","Day","Lmeso",22,"FGB","FGB","FGB","Nannobrachium achirus",37122096,5,12,0.000183213157304123,7.63388155433845e-05,0.000202479751700862,8.43665632086926e-05,75,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FGB"
"214",614,"SOTS","Day","Lmeso",22,"FGB","FGB","FGB","Nannobrachium achirus",37122096,5,12,0.000183213157304123,7.63388155433845e-05,0.000202479751700862,8.43665632086926e-05,48.3333333333333,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FGB"
"215",615,"SOTS","Day","Lmeso",22,"FGB","FGB","FGB","Protomyctophum parallelum",37122102,1,0.5,7.63388155433845e-06,1.52677631086769e-05,8.43665632086926e-06,1.68733126417385e-05,38,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FGB"
"216",617,"SOTS","Day","Lmeso",22,"FGB","FGB","FGB","Symbolophorus boops",37122103,9,3,4.58032893260307e-05,0.000137409867978092,5.06199379252156e-05,0.000151859813775647,26.2222222222222,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FGB"
"217",618,"SOTS","Day","Lmeso",22,"FnGB","FnGB","FnGB","Bathylagus spp.",37098501,2,2,3.05355262173538e-05,3.05355262173538e-05,3.37466252834771e-05,3.37466252834771e-05,42,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FnGB"
"218",619,"SOTS","Day","Lmeso",22,"FnGB","FnGB","FnGB","Bathylagus spp.",37098903,3,10,0.000152677631086769,4.58032893260307e-05,0.000168733126417385,5.06199379252156e-05,60,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FnGB"
"219",620,"SOTS","Day","Lmeso",22,"FnGB","FnGB","FnGB","Melanonus gracilis",37224015,1,4,6.10710524347076e-05,1.52677631086769e-05,6.74932505669541e-05,1.68733126417385e-05,67,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FnGB"
"220",621,"SOTS","Day","Lmeso",22,"FnGB","FnGB","FnGB","Microstoma australis",37097002,7,1,1.52677631086769e-05,0.000106874341760738,1.68733126417385e-05,0.00011811318849217,25.4285714285714,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FnGB"
"221",622,"SOTS","Day","Lmeso",22,"FnGB","FnGB","FnGB","Persparsia kopua",37115001,1,1,1.52677631086769e-05,1.52677631086769e-05,1.68733126417385e-05,1.68733126417385e-05,70,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FnGB"
"222",623,"SOTS","Day","Lmeso",22,"FnGB","FnGB","FnGB","Scopelogadus beanii",37251005,5,10,0.000152677631086769,7.63388155433845e-05,0.000168733126417385,8.43665632086926e-05,37.4,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FnGB"
"223",624,"SOTS","Day","Lmeso",22,"FnGB","FnGB","FnGB","Stomias gracilis",37112801,1,0.5,7.63388155433845e-06,1.52677631086769e-05,8.43665632086926e-06,1.68733126417385e-05,85,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"FnGB"
"224",625,"SOTS","Day","Lmeso",22,"Gnathaphausia","Crustaceans","Crustaceans","Gnathophausia spp.",28081901,1,1,1.52677631086769e-05,1.52677631086769e-05,1.68733126417385e-05,1.68733126417385e-05,55,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Crustacean"
"225",628,"SOTS","Day","Lmeso",22,"Medusa","Gelatinous_Active","G_nGB","Atolla wyvillei",11123002,5,20,0.000305355262173538,7.63388155433845e-05,0.000337466252834771,8.43665632086926e-05,21.6666666666667,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Medusa"
"226",629,"SOTS","Day","Lmeso",22,"Medusa","Gelatinous_Active","G_nGB","Hydromedusa",NA,55,22,0.000335890788390892,0.000839726970977229,0.000371212878118248,0.000928032195295619,60,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Medusa"
"227",633,"SOTS","Day","Lmeso",22,"Medusa","Gelatinous_Active","G_nGB","Periphylla periphylla",11128001,1,6,9.16065786520614e-05,1.52677631086769e-05,0.000101239875850431,1.68733126417385e-05,36,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Medusa"
"228",634,"SOTS","Day","Lmeso",22,"Medusa","Gelatinous_Active","G_nGB","Rhopalonema spp.",11089906,17,130,0.001984809204128,0.000259551972847507,0.00219353064342601,0.000286846314909555,39.7058823529412,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Medusa"
"229",636,"SOTS","Day","Lmeso",22,"Medusa","Gelatinous_Active","G_nGB","Solmissus spp.",11082902,14,175,0.00267185854401846,0.000213748683521476,0.00295282971230424,0.000236226376984339,51.6428571428571,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Medusa"
"230",637,"SOTS","Day","Lmeso",22,"Prawn","Crustaceans","Crustaceans","Acanthephyra quadrispinosa",28735007,24,45,0.00068704933989046,0.000366426314608245,0.000759299068878234,0.000404959503401725,54.4166666666667,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Prawn"
"231",638,"SOTS","Day","Lmeso",22,"Prawn","Crustaceans","Crustaceans","Notostomus auriculatus",28735028,2,5,7.63388155433845e-05,3.05355262173538e-05,8.43665632086926e-05,3.37466252834771e-05,51,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Prawn"
"232",639,"SOTS","Day","Lmeso",22,"Prawn","Crustaceans","Crustaceans","Phorcosergia potens",28720020,30,20,0.000305355262173538,0.000458032893260307,0.000337466252834771,0.000506199379252156,31.448275862069,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Prawn"
"233",641,"SOTS","Day","Lmeso",22,"Prawn","Crustaceans","Crustaceans","Sergestes spp.",28720906,35,10,0.000152677631086769,0.000534371708803691,0.000168733126417385,0.000590565942460848,33.625,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Prawn"
"234",642,"SOTS","Day","Lmeso",22,"Pteropod","other","other","Clio recurva",24406004,1,0.5,7.63388155433845e-06,1.52677631086769e-05,8.43665632086926e-06,1.68733126417385e-05,20,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Other"
"235",643,"SOTS","Day","Lmeso",22,"Pteropod","other","other","Styliola subula",24407002,1,0.5,7.63388155433845e-06,1.52677631086769e-05,8.43665632086926e-06,1.68733126417385e-05,24.375,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Other"
"236",644,"SOTS","Day","Lmeso",22,"Siphonophore","Gelatinous_Active","G_nGB","Diphyes spp.",11093903,20,18,0.000274819735956184,0.000305355262173538,0.000303719627551293,0.000337466252834771,32,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Siphonophore"
"237",648,"SOTS","Day","Lmeso",22,"Tunicates","Tunicates","G_nGB","Pyrosoma atlanticum",35101001,1,193,0.00294667827997464,1.52677631086769e-05,0.00325654933985554,1.68733126417385e-05,240,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Pyrosome"
"238",649,"SOTS","Day","Lmeso",22,"Tunicates","Tunicates","G_nGB","Salpa spp.",35103908,6,10,0.000152677631086769,9.16065786520614e-05,0.000168733126417385,0.000101239875850431,50.3333333333333,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Salp"
"239",650,"SOTS","Day","Lmeso",22,"Tunicates","Tunicates","G_nGB","Soestia zonaria",35103016,10,46,0.000702317102999137,0.000152677631086769,0.000776172381519972,0.000168733126417385,57.9090909090909,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Salp"
"240",651,"SOTS","Day","Lmeso",22,"Tunicates","Tunicates","G_nGB","Thetys spp.",35103911,1,2,3.05355262173538e-05,1.52677631086769e-05,3.37466252834771e-05,1.68733126417385e-05,60,"20/12/2020 2:51","20/12/2020 4:51",-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,"Salp"
"241",656,"55S","Day","Epi",23,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,49,1,3.59211780627082e-05,0.0017601377250727,5.06199379252156e-05,0.00248037695833556,31.2244897959184,"24/12/2020 2:49","24/12/2020 3:29",-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,"Chaetognath"
"242",659,"55S","Day","Epi",23,"Ctenophore","Gelatinous_Active","G_nGB","Phylum Ctenophora - undifferentiated",1.2e+07,0,100,0.00359211780627082,0,0.00506199379252156,0,20,"24/12/2020 2:49","24/12/2020 3:29",-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,"Ctenophore"
"243",660,"55S","Day","Epi",23,"FGB","FGB","FGB","Cyclothone spp.",37106902,17,1.5,5.38817670940624e-05,0.00061066002706604,7.59299068878234e-05,0.000860538944728665,32.5555555555556,"24/12/2020 2:49","24/12/2020 3:29",-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,"FGB"
"244",664,"55S","Day","Epi",23,"Medusa","Gelatinous_Active","G_nGB","Hydromedusa",NA,6,20,0.000718423561254165,0.000215527068376249,0.00101239875850431,0.000303719627551293,24.4,"24/12/2020 2:49","24/12/2020 3:29",-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,"Medusa"
"245",665,"55S","Day","Epi",23,"Medusa","Gelatinous_Active","G_nGB","Hydromedusa",NA,6,20,0.000718423561254165,0.000215527068376249,0.00101239875850431,0.000303719627551293,38,"24/12/2020 2:49","24/12/2020 3:29",-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,"Medusa"
"246",668,"55S","Day","Epi",23,"Tunicates","Tunicates","G_nGB","Salpa fusiformis",35103014,12,12,0.000431054136752499,0.000431054136752499,0.000607439255102587,0.000607439255102587,38.5,"24/12/2020 2:49","24/12/2020 3:29",-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,"Salp"
"247",670,"55S","Day","Epi",23,"Tunicates","Tunicates","G_nGB","Salpa thompsoni - aggregate",NA,975,328,0.0117821464045683,0.0350231486111405,0.0166033396394707,0.0493544394770852,41.1891891891892,"24/12/2020 2:49","24/12/2020 3:29",-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,"Salp"
"248",671,"55S","Day","Epi",23,"Tunicates","Tunicates","G_nGB","Salpa thompsoni - solitary",NA,3,57,0.00204750714957437,0.000107763534188125,0.00288533646173729,0.000151859813775647,53,"24/12/2020 2:49","24/12/2020 3:29",-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,"Salp"
"249",672,"55S","Day","Epi",23,"Tunicates","Tunicates","G_nGB","Salpa thompsoni - solitary",NA,3,57,0.00204750714957437,0.000107763534188125,0.00288533646173729,0.000151859813775647,145,"24/12/2020 2:49","24/12/2020 3:29",-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,"Salp"
"250",673,"55S","Day","Epi",23,"Tunicates","Tunicates","G_nGB","Salpa thompsoni - solitary juv",NA,2,1,3.59211780627082e-05,7.18423561254165e-05,5.06199379252156e-05,0.000101239875850431,27.5,"24/12/2020 2:49","24/12/2020 3:29",-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,"Salp"
"251",677,"55S","Day","Meso",24,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,56,7,0.000245389559004559,0.00196311647203647,0.000354339565476509,0.00283471652381207,40.4642857142857,"24/12/2020 5:38","24/12/2020 6:18",-54.102,-138.9095,-54.10383333,-138.9366667,19755.06176,28526.07107,"Chaetognath"
"252",680,"55S","Day","Meso",24,"Gymnosome","other","other","Order Gymnosomata - undifferentiated",24410000,11,6,0.000210333907718193,0.000385612164150021,0.000303719627551293,0.000556819317177371,22,"24/12/2020 5:38","24/12/2020 6:18",-54.102,-138.9095,-54.10383333,-138.9366667,19755.06176,28526.07107,"Other"
"253",685,"55S","Day","Meso",24,"Tunicates","Tunicates","G_nGB","Ritteriella amboinensis",35103012,11,27,0.000946502584731869,0.000385612164150021,0.00136673832398082,0.000556819317177371,57.6363636363636,"24/12/2020 5:38","24/12/2020 6:18",-54.102,-138.9095,-54.10383333,-138.9366667,19755.06176,28526.07107,"Salp"
"254",686,"55S","Day","Meso",24,"Tunicates","Tunicates","G_nGB","Salpa fusiformis",35103014,3,5,0.000175278256431828,0.000105166953859097,0.000253099689626078,0.000151859813775647,66.6666666666667,"24/12/2020 5:38","24/12/2020 6:18",-54.102,-138.9095,-54.10383333,-138.9366667,19755.06176,28526.07107,"Salp"
"255",687,"55S","Day","Meso",24,"Tunicates","Tunicates","G_nGB","Salpa thompsoni - aggregate",NA,2015.75,2943,0.103168781735774,0.0706634290804913,0.148974477313909,0.102037139872753,34.8446601941748,"24/12/2020 5:38","24/12/2020 6:18",-54.102,-138.9095,-54.10383333,-138.9366667,19755.06176,28526.07107,"Salp"
"256",688,"55S","Day","Meso",24,"Tunicates","Tunicates","G_nGB","Salpa thompsoni - solitary",NA,12,100,0.00350556512863655,0.000420667815436386,0.00506199379252156,0.000607439255102587,67.9166666666667,"24/12/2020 5:38","24/12/2020 6:18",-54.102,-138.9095,-54.10383333,-138.9366667,19755.06176,28526.07107,"Salp"
"257",689,"55S","Day","Meso",24,"Tunicates","Tunicates","G_nGB","Salpa thompsoni - solitary juv",NA,9,1,3.50556512863655e-05,0.00031550086157729,5.06199379252156e-05,0.00045557944132694,28.6666666666667,"24/12/2020 5:38","24/12/2020 6:18",-54.102,-138.9095,-54.10383333,-138.9366667,19755.06176,28526.07107,"Salp"
"258",694,"55S","Night","Meso",25,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,275,25,0.022163244174618,0.243795685920798,0.00126549844813039,0.0139204829294343,41.95,"24/12/2020 17:00","24/12/2020 17:40",-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,"Chaetognath"
"259",695,"55S","Night","Meso",25,"FGB","FGB","FGB","Electrona antarctica",37122750,5,2.5,0.0022163244174618,0.0044326488349236,0.000126549844813039,0.000253099689626078,37,"24/12/2020 17:00","24/12/2020 17:40",-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,"FGB"
"260",696,"55S","Night","Meso",25,"FGB","FGB","FGB","Krefftichthys anderssoni",37122754,3,3,0.00265958930095416,0.00265958930095416,0.000151859813775647,0.000151859813775647,54,"24/12/2020 17:00","24/12/2020 17:40",-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,"FGB"
"261",697,"55S","Night","Meso",25,"FGB","FGB","FGB","Protomyctophum bolini",37122755,9,2.5,0.0022163244174618,0.00797876790286248,0.000126549844813039,0.00045557944132694,30.5,"24/12/2020 17:00","24/12/2020 17:40",-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,"FGB"
"262",702,"55S","Night","Meso",25,"Krill","Crustaceans","Crustaceans","Euphausia triacantha",28702043,135,27,0.0239363037085874,0.119681518542937,0.00136673832398082,0.0068336916199041,26,"24/12/2020 17:00","24/12/2020 17:40",-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,"Krill"
"263",703,"55S","Night","Meso",25,"Krill","Crustaceans","Crustaceans","Stylocheiron spp.",28702906,3,0.5,0.00044326488349236,0.00265958930095416,2.53099689626078e-05,0.000151859813775647,24.3333333333333,"24/12/2020 17:00","24/12/2020 17:40",-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,"Krill"
"264",705,"55S","Night","Meso",25,"Medusa","Gelatinous_Active","G_nGB","Hydromedusa",NA,3,1.5,0.00132979465047708,0.00265958930095416,7.59299068878234e-05,0.000151859813775647,27.5,"24/12/2020 17:00","24/12/2020 17:40",-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,"Medusa"
"265",712,"55S","Night","Meso",25,"Tunicates","Tunicates","G_nGB","Salpa thompsoni - aggregate",NA,498,1336,1.18440376869159,0.44149182395839,0.067628237068088,0.0252087290867574,61.6428571428571,"24/12/2020 17:00","24/12/2020 17:40",-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,"Salp"
"266",715,"55S","Night","Meso",25,"Tunicates","Tunicates","G_nGB","Salpa thompsoni - solitary",NA,3,320,0.28368952543511,0.00265958930095416,0.016198380136069,0.000151859813775647,98.3333333333333,"24/12/2020 17:00","24/12/2020 17:40",-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,"Salp"
"267",716,"55S","Night","Meso",25,"Tunicates","Tunicates","G_nGB","Salpa thompsoni - solitary juv",NA,2,0.5,0.00044326488349236,0.00177305953396944,2.53099689626078e-05,0.000101239875850431,31,"24/12/2020 17:00","24/12/2020 17:40",-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,"Salp"
"268",751,"55S","Night","Epi",27,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,31,1,3.95945163276861e-05,0.00122743000615827,5.06199379252156e-05,0.00156921807568168,43.44,"25/12/2020 13:23","25/12/2020 14:03",-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,"Chaetognath"
"269",752,"55S","Night","Epi",27,"Ctenophore","Gelatinous_Active","G_nGB","Euplokamis spp.",12018901,42,48,0.00190053678372893,0.00166296968576282,0.00242975702041035,0.00212603739285905,25.5555555555556,"25/12/2020 13:23","25/12/2020 14:03",-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,"Ctenophore"
"270",754,"55S","Night","Epi",27,"FGB","FGB","FGB","Electrona antarctica",37122750,32,32,0.00126702452248596,0.00126702452248596,0.0016198380136069,0.0016198380136069,37.125,"25/12/2020 13:23","25/12/2020 14:03",-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,"FGB"
"271",755,"55S","Night","Epi",27,"FGB","FGB","FGB","Gymnoscopelus braueri",37122751,9,10,0.000395945163276861,0.000356350646949175,0.000506199379252156,0.00045557944132694,37.7777777777778,"25/12/2020 13:23","25/12/2020 14:03",-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,"FGB"
"272",758,"55S","Night","Epi",27,"FGB","FGB","FGB","Protomyctophum bolini",37122755,6,13,0.00051472871225992,0.000237567097966117,0.000658059193027803,0.000303719627551293,48.8333333333333,"25/12/2020 13:23","25/12/2020 14:03",-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,"FGB"
"273",760,"55S","Night","Epi",27,"Krill","Crustaceans","Crustaceans","Euphausia similis similis",28702007,183,25,0.000989862908192153,0.00724579648796656,0.00126549844813039,0.00926344864031445,21.2244897959184,"25/12/2020 13:23","25/12/2020 14:03",-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,"Krill"
"274",761,"55S","Night","Epi",27,"Krill","Crustaceans","Crustaceans","Euphausia triacantha",28702043,142,19,0.000752295810226036,0.00562242131853143,0.000961778820579096,0.00718803118538061,21.0416666666667,"25/12/2020 13:23","25/12/2020 14:03",-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,"Krill"
