,Site,daylight,Depth_Stratum,Deployment,ACat,Taxa_Groups,Taxa,CAAB,nos,weight_g,Weight_Std_gm3,Abd_Std_nosm3,datetime_UTC_start,datetime_UTC_stop,lat_decdeg_start,long_decdeg_start,lat_decdeg_stop,long_decdeg_stop,VolumeFiltered_m3
293,SOTS,Day,Lmeso,14,Amphipods,Crustaceans,Themisto gaudichaudii,28570022,5,0.5,8.44E-06,8.44E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
294,SOTS,Day,Lmeso,14,Amphipods,Crustaceans,Uristidae - undifferentiated,28413000,15,4,6.75E-05,0.0002531,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
295,SOTS,Day,Lmeso,14,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,1,1.69E-05,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
296,SOTS,Day,Lmeso,14,Cephalopod,Cephalopod,Histioteuthis spp.,23630901,2,3,5.06E-05,3.37E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
297,SOTS,Day,Lmeso,14,Cephalopod,Cephalopod,Sepiolidae - undifferentiated,23609000,1,0.5,8.44E-06,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
298,SOTS,Day,Lmeso,14,Chaetognath,Chaetognath,Phylum Chaetognatha - undifferentiated,36010000,100,162,0.002733477,0.001687331,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
299,SOTS,Day,Lmeso,14,Copepod,Crustaceans,Calanoides spp.,27205901,15,1,1.69E-05,0.0002531,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
300,SOTS,Day,Lmeso,14,Fish,Fish,Argyropelecus gigas,37107005,1,1,1.69E-05,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
301,SOTS,Day,Lmeso,14,Fish,Fish,Cyclothone spp.,37106902,250,50,0.000843666,0.004218328,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
302,SOTS,Day,Lmeso,14,Fish,Fish,Larval fish,NA,47,2,3.37E-05,0.000793046,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
303,SOTS,Day,Lmeso,14,Fish,Fish,Larval Fish,NA,3,1,1.69E-05,5.06E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
304,SOTS,Day,Lmeso,14,Fish,Fish,Melanonus sp.,37224501,3,0.5,8.44E-06,5.06E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
305,SOTS,Day,Lmeso,14,Fish,Fish,Microstoma australis,37097002,3,0.5,8.44E-06,5.06E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
306,SOTS,Day,Lmeso,14,Fish,Fish,Oneirodes notius,37216008,1,30,0.000506199,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
307,SOTS,Day,Lmeso,14,Fish,Fish,Sio nordenskjoldii,37251007,3,21,0.00035434,5.06E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
308,SOTS,Day,Lmeso,14,Fish,Fish,Stomias gracilis,37112801,1,0.5,8.44E-06,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
309,SOTS,Day,Lmeso,14,Fish,Fish,Winteria telescopa,37099003,2,5,8.44E-05,3.37E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
310,SOTS,Day,Lmeso,14,Fish_GB,Fish_GB,Electrona carlsbergi,37122104,4,2,3.37E-05,6.75E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
311,SOTS,Day,Lmeso,14,Fish_GB,Fish_GB,Gymnoscopelus fraseri,37122114,2,0.5,8.44E-06,3.37E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
312,SOTS,Day,Lmeso,14,Fish_GB,Fish_GB,Lampanyctus australis,37122019,8,25,0.000421833,0.000134987,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
313,SOTS,Day,Lmeso,14,Gymnosome,other,Notobranchaeidae - undifferentiated,24413000,2,0.5,8.44E-06,3.37E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
314,SOTS,Day,Lmeso,14,Krill,Crustaceans,Euphausia spp.,28702901,4,0.5,8.44E-06,6.75E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
315,SOTS,Day,Lmeso,14,Krill,Crustaceans,Order Euphausiacea - undifferentiated,28700000,28,9,0.00015186,0.000472453,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
316,SOTS,Day,Lmeso,14,Medusa,Gelatinous_Active,Atolla wyvillei,11123002,1,0.5,8.44E-06,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
317,SOTS,Day,Lmeso,14,Medusa,Gelatinous_Active,Hydromedusa,NA,25,2,3.37E-05,0.000421833,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
318,SOTS,Day,Lmeso,14,Medusa,Gelatinous_Active,Pegantha rubiginosa,11083001,1,12,0.00020248,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
319,SOTS,Day,Lmeso,14,Medusa,Gelatinous_Active,Rhopalonema spp.,11089906,21,141,0.002379137,0.00035434,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
320,SOTS,Day,Lmeso,14,Medusa,Gelatinous_Active,Solmissus spp.,11082902,11,106,0.001788571,0.000185606,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
321,SOTS,Day,Lmeso,14,Ostracod,Crustaceans,Gigantocypris spp.,27106913,1,0.5,8.44E-06,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
322,SOTS,Day,Lmeso,14,Prawn,Crustaceans,Acanthephyra quadrispinosa,28735007,9,30,0.000506199,0.00015186,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
323,SOTS,Day,Lmeso,14,Prawn,Crustaceans,Phorcosergia potens,28720020,18,4,6.75E-05,0.00030372,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
324,SOTS,Day,Lmeso,14,Prawn,Crustaceans,Sergestes spp.,28720906,15,10,0.000168733,0.0002531,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
325,SOTS,Day,Lmeso,14,Siphonophore,Gelatinous_Active,Diphyes spp.,11093903,15,21,0.00035434,0.0002531,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
326,SOTS,Day,Lmeso,14,Siphonophore,Gelatinous_Active,Order Siphonophora - undifferentiated,11090000,0,249,0.004201455,0,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
327,SOTS,Day,Lmeso,14,Tunicates,Tunicates,Pyrosomatidae - undifferentiated,35101000,1,120,0.002024798,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
328,SOTS,Day,Lmeso,14,Tunicates,Tunicates,Soestia zonaria,35103016,38,75,0.001265498,0.000641186,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
329,SOTS,Day,Lmeso,14,worms,other,Alciopidae - undifferentiated,22042000,1,0.5,8.44E-06,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528
330,SOTS,Day,Epi,15,Amphipods,Crustaceans,Themisto gaudichaudii,28570022,4,0.5,2.53E-05,0.00020248,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
331,SOTS,Day,Epi,15,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,7,0.5,2.53E-05,0.00035434,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
332,SOTS,Day,Epi,15,Cephalopod,Cephalopod,Pyroteuthidae - undifferentiated,23621902,2,0.5,2.53E-05,0.00010124,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
333,SOTS,Day,Epi,15,Chaetognath,Chaetognath,Phylum Chaetognatha - undifferentiated,36010000,4330,866,0.043836866,0.219184331,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
334,SOTS,Day,Epi,15,Ctenophore,Gelatinous_Active,Beroe spp.,12090901,1,200,0.010123988,5.06E-05,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
335,SOTS,Day,Epi,15,Ctenophore,Gelatinous_Active,Ctenoplanidae - undifferentiated,12021000,5,765,0.038724253,0.0002531,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
336,SOTS,Day,Epi,15,Fish,Fish,Cyclothone sp.,37106501,20,1,5.06E-05,0.001012399,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
337,SOTS,Day,Epi,15,Fish,Fish,Gempylidae - undifferentiated,37439918,67,0,0,0.003391536,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
338,SOTS,Day,Epi,15,Fish,Fish,Larval Fish,NA,40,4,0.00020248,0.002024798,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
339,SOTS,Day,Epi,15,Fish,Fish,"Scombrolabracidae, Gempylidae - undifferentiated",37439000,1,0,0,5.06E-05,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
340,SOTS,Day,Epi,15,Krill,Crustaceans,Euphausia similis similis,28702007,2,0.5,2.53E-05,0.00010124,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
341,SOTS,Day,Epi,15,Krill,Crustaceans,Stylocheiron spp.,28702906,1,0.5,2.53E-05,5.06E-05,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
342,SOTS,Day,Epi,15,Krill,Crustaceans,Thysanoessa spp.,28702907,9,0.5,2.53E-05,0.000455579,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
343,SOTS,Day,Epi,15,Medusa,Gelatinous_Active,Periphylla periphylla,11128001,1,0.5,2.53E-05,5.06E-05,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
344,SOTS,Day,Epi,15,Medusa,Gelatinous_Active,Sminthea spp.,11089907,56,943,0.047734601,0.002834717,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
345,SOTS,Day,Epi,15,Pteropod,other,Styliola subula,24407002,83,0.5,2.53E-05,0.004201455,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
346,SOTS,Day,Epi,15,Siphonophore,Gelatinous_Active,Hippopodius spp.,11094901,6,474,0.023993851,0.00030372,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
347,SOTS,Day,Epi,15,Siphonophore,Gelatinous_Active,Sphaeronectes spp.,11096901,1,0.5,2.53E-05,5.06E-05,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
348,SOTS,Day,Epi,15,Siphonophore,Gelatinous_Active,Vogtia spp.,11094902,6,0.5,2.53E-05,0.00030372,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
349,SOTS,Day,Epi,15,Tunicates,Tunicates,Cyclosalpa bakeri,35103002,11,207,0.010478327,0.000556819,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
350,SOTS,Day,Epi,15,Tunicates,Tunicates,Pyrosoma atlanticum,35101001,2,577,0.029207704,0.00010124,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
351,SOTS,Day,Epi,15,Tunicates,Tunicates,Salpidae - undifferentiated,35103000,8,0.5,2.53E-05,0.00040496,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176
352,SOTS,Day,Meso,16,Amphipods,Crustaceans,Cystisoma spp.,28565901,2,2,0.00010124,0.00010124,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
353,SOTS,Day,Meso,16,Amphipods,Crustaceans,Phronima spp.,28572901,11,2,0.00010124,0.000556819,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
354,SOTS,Day,Meso,16,Amphipods,Crustaceans,Primno spp.,28573903,1,0.5,2.53E-05,5.06E-05,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
355,SOTS,Day,Meso,16,Amphipods,Crustaceans,Themisto gaudichaudii,28570022,9,0.5,2.53E-05,0.000455579,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
356,SOTS,Day,Meso,16,Chaetognath,Chaetognath,Phylum Chaetognatha - undifferentiated,36010000,50,12,0.000607439,0.002530997,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
357,SOTS,Day,Meso,16,Fish,Fish,Argyropelecus hemigymnus,37107006,10,5,0.0002531,0.000506199,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
358,SOTS,Day,Meso,16,Fish,Fish,Cyclothone sp.,37106501,1,0.5,2.53E-05,5.06E-05,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
359,SOTS,Day,Meso,16,Fish,Fish,Larval Fish,NA,7,3,0.00015186,0.00035434,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
360,SOTS,Day,Meso,16,Krill,Crustaceans,Euphausia similis similis,28702007,10,1,5.06E-05,0.000506199,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
361,SOTS,Day,Meso,16,Krill,Crustaceans,Stylocheiron spp.,28702906,1,0.5,2.53E-05,5.06E-05,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
362,SOTS,Day,Meso,16,Krill,Crustaceans,Thysanoessa spp.,28702907,7,0.5,2.53E-05,0.00035434,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
363,SOTS,Day,Meso,16,Medusa,Gelatinous_Active,Hydromedusa,NA,11,54.5,0.002758787,0.000556819,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
364,SOTS,Day,Meso,16,Medusa,Gelatinous_Active,Rhopalonema spp.,11089906,24,45,0.002277897,0.001214879,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
365,SOTS,Day,Meso,16,Medusa,Gelatinous_Active,Solmissus spp.,11082902,3,40,0.002024798,0.00015186,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
366,SOTS,Day,Meso,16,Pteropod,other,Clio spp.,24406901,6,1,5.06E-05,0.00030372,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
367,SOTS,Day,Meso,16,Pteropod,other,Styliola subula,24407002,4,0.5,2.53E-05,0.00020248,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
368,SOTS,Day,Meso,16,Siphonophore,Gelatinous_Active,Diphyes spp.,11093903,28,3,0.00015186,0.001417358,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
369,SOTS,Day,Meso,16,Siphonophore,Gelatinous_Active,Order Siphonophora - undifferentiated,11090000,2,160,0.00809919,0.00010124,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
370,SOTS,Day,Meso,16,Siphonophore,Gelatinous_Active,Vogtia spinosa,11094003,6,6,0.00030372,0.00030372,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
371,SOTS,Day,Meso,16,Tunicates,Tunicates,Pyrosoma atlanticum,35101001,1,166,0.00840291,5.06E-05,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
372,SOTS,Day,Meso,16,Tunicates,Tunicates,Salpa spp.,35103908,1,0.5,2.53E-05,5.06E-05,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
373,SOTS,Day,Meso,16,Tunicates,Tunicates,Soestia zonaria,35103016,2,0.5,2.53E-05,0.00010124,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176
374,SOTS,Night,Epi,17,Amphipods,Crustaceans,Lanceola spp.,28555901,4,1,5.06E-05,0.00020248,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
375,SOTS,Night,Epi,17,Amphipods,Crustaceans,Phronima spp.,28572901,10,3,0.00015186,0.000506199,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
376,SOTS,Night,Epi,17,Amphipods,Crustaceans,Themisto gaudichaudii,28570022,208,3,0.00015186,0.010528947,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
377,SOTS,Night,Epi,17,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,30,50,0.002530997,0.001518598,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
378,SOTS,Night,Epi,17,Cephalopod,Cephalopod,Histioteuthis spp.,23630901,4,0.5,2.53E-05,0.00020248,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
379,SOTS,Night,Epi,17,Chaetognath,Chaetognath,Phylum Chaetognatha - undifferentiated,36010000,500,150,0.007592991,0.025309969,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
380,SOTS,Night,Epi,17,Fish,Fish,Argyropelecus hemigymnus,37107006,2,1,5.06E-05,0.00010124,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
381,SOTS,Night,Epi,17,Fish,Fish,Gymnoscopelus spp.,37122909,1,2,0.00010124,5.06E-05,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
382,SOTS,Night,Epi,17,Fish,Fish,Larval Fish,NA,571,33,0.001670458,0.028903985,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
383,SOTS,Night,Epi,17,Fish,Fish,Liparidae - undifferentiated,37307000,1,1,5.06E-05,5.06E-05,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
384,SOTS,Night,Epi,17,Fish,Fish,Stomias gracilis,37112801,1,0.5,2.53E-05,5.06E-05,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
385,SOTS,Night,Epi,17,Fish_GB,Fish_GB,Electrona subaspera,37122014,4,3,0.00015186,0.00020248,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
386,SOTS,Night,Epi,17,Fish_GB,Fish_GB,Lampanyctus australis,37122019,4,4,0.00020248,0.00020248,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
387,SOTS,Night,Epi,17,Krill,Crustaceans,Euphausia similis similis,28702007,180,6,0.00030372,0.009111589,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
388,SOTS,Night,Epi,17,Krill,Crustaceans,Stylocheiron spp.,28702906,2,0.5,2.53E-05,0.00010124,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
389,SOTS,Night,Epi,17,Krill,Crustaceans,Thysanoessa spp.,28702907,450,28,0.001417358,0.022778972,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
390,SOTS,Night,Epi,17,Medusa,Gelatinous_Active,Hydromedusa,NA,17,1,5.06E-05,0.000860539,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
391,SOTS,Night,Epi,17,Medusa,Gelatinous_Active,Sminthea spp.,11089907,274,1683,0.085193356,0.013869863,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
392,SOTS,Night,Epi,17,Medusa,Gelatinous_Active,Solmissus spp.,11082902,276,1684,0.085243975,0.013971103,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
393,SOTS,Night,Epi,17,Other,other,Phronima houses,NA,2,0.5,2.53E-05,0.00010124,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
394,SOTS,Night,Epi,17,Prawn,Crustaceans,Sergestes spp.,28720906,3,5,0.0002531,0.00015186,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
395,SOTS,Night,Epi,17,Pteropod,other,Styliola subula,24407002,44,3,0.00015186,0.002227277,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
396,SOTS,Night,Epi,17,Siphonophore,Gelatinous_Active,Diphyes spp.,11093903,11,0.5,2.53E-05,0.000556819,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
397,SOTS,Night,Epi,17,Siphonophore,Gelatinous_Active,Order Siphonophora - undifferentiated,11090000,16,519,0.026271748,0.000809919,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
398,SOTS,Night,Epi,17,Siphonophore,Gelatinous_Active,Vogtia spinosa,11094003,10,35,0.001771698,0.000506199,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
399,SOTS,Night,Epi,17,Tunicates,Tunicates,Cyclosalpa bakeri,35103002,0,33,0.001670458,0,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
400,SOTS,Night,Epi,17,Tunicates,Tunicates,Pyrosoma atlanticum,35101001,3,511,0.025866788,0.00015186,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
401,SOTS,Night,Epi,17,Tunicates,Tunicates,Soestia zonaria,35103016,3,7,0.00035434,0.00015186,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
402,SOTS,Night,Epi,17,worms,other,Class Polychaeta - undifferentiated,2.20E+07,1,0.5,2.53E-05,5.06E-05,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176
403,SOTS,Night,Meso,18,Amphipods,Crustaceans,Cystisoma spp.,28565901,2,1,5.06E-05,0.00010124,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176
404,SOTS,Night,Meso,18,Amphipods,Crustaceans,Phronima spp.,28572901,6,0.5,2.53E-05,0.00030372,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176
405,SOTS,Night,Meso,18,Amphipods,Crustaceans,Scina spp.,28561901,1,0.5,2.53E-05,5.06E-05,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176
406,SOTS,Night,Meso,18,Amphipods,Crustaceans,Themisto gaudichaudii,28570022,32,2,0.00010124,0.001619838,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176
407,SOTS,Night,Meso,18,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,2,1,5.06E-05,0.00010124,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176
408,SOTS,Night,Meso,18,Cephalopod,Cephalopod,Sepiolidae - undifferentiated,23609000,1,0.5,2.53E-05,5.06E-05,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176
409,SOTS,Night,Meso,18,Chaetognath,Chaetognath,Phylum Chaetognatha - undifferentiated,36010000,203,23,0.001164259,0.010275847,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176
410,SOTS,Night,Meso,18,Fish,Fish,Argyropelecus hemigymnus,37107006,7,2,0.00010124,0.00035434,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176
411,SOTS,Night,Meso,18,Fish,Fish,Larval Fish,NA,232,21.5,0.001088329,0.011743826,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176
